UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,energy_consumption_kwh,power_state,power_state_numeric,power_quality_factor,on_diesel,actual_energy_kwh,grid_emissions_kg_co2,diesel_emissions_kg_co2,total_emissions_kg_co2,energy_cost_usd,energy_cost_ngn,maintenance_urgency,tropical_degradation_rate,Type_encoded
5900,H35313,H,300.9,310.6,1686,27.7,176,0,0,0,0,0,0,47.398263781877816,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,46.477121498091755,0.12922856493716642,2
5901,M20760,M,300.9,310.7,1485,41.0,181,0,0,0,0,0,0,54.37131684404194,brownout,1,0.75,0,57.08988268624404,26.832244862534697,0.0,26.832244862534697,4.567190614899523,6850.785922349285,47.33714188556596,0.32307141234291603,1
5902,L53081,L,301.0,310.7,1464,45.8,184,0,0,0,0,0,0,57.51143565973107,stable_grid,0,1.0,0,57.51143565973107,27.030374760073602,0.0,27.030374760073602,4.6009148527784856,6901.372279167728,47.94968308104838,0.19384284740574964,0
5903,L53082,L,300.9,310.6,1598,35.4,186,0,0,0,0,0,0,52.629683731622805,stable_grid,0,1.0,0,52.629683731622805,24.735951353862717,0.0,24.735951353862717,4.210374698529824,6315.562047794736,46.665096437715036,0.12922856493716642,0
5904,L53083,L,300.9,310.5,1894,21.9,188,0,0,0,0,0,0,45.48292622900216,diesel_gen,3,0.95,1,45.93775549129218,0.0,36.93395541499891,36.93395541499891,20.67198997108148,31007.98495662222,54.78692861243239,0.12922856493716642,0
5905,M20764,M,300.8,310.5,1330,59.0,190,0,0,0,0,0,0,63.47640499090171,brownout,1,0.75,0,66.6502252404468,31.325605863009994,0.0,31.325605863009994,5.332018019235744,7998.027028853617,51.89503181465944,0.12922856493716642,1
5906,H35319,H,300.8,310.5,1582,31.1,193,0,0,0,0,0,0,49.47440830657792,stable_grid,0,1.0,0,49.47440830657792,23.25297190409162,0.0,23.25297190409162,3.9579526645262337,5936.928996789351,46.73715851610633,0.19384284740574964,2
5907,L53086,L,300.7,310.3,1533,35.6,198,0,0,0,0,0,0,52.39954492462083,diesel_gen,3,0.95,1,52.923540373867034,0.0,42.5505264605891,42.5505264605891,23.815593168240166,35723.38975236025,58.65868918827991,0.32307141234291603,0
5908,H35321,H,300.8,310.4,1419,46.4,200,0,0,0,0,0,0,58.10248879058388,stable_grid,0,1.0,0,58.10248879058388,27.30816973157442,0.0,27.30816973157442,4.64819910324671,6972.298654870065,50.67314162837572,0.12922856493716642,2
5909,M20768,M,300.8,310.3,1526,36.3,205,0,0,0,0,0,0,53.247428952942286,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,53.363725738751754,0.32307141234291603,1
5910,H35323,H,300.7,310.2,1364,65.3,208,1,1,0,1,1,0,70.42718287769594,diesel_gen,3,0.95,1,71.1314547064729,0.0,57.18968958400421,57.18968958400421,32.009154617912806,48013.73192686921,96.21033708668311,0.19384284740574964,2
5911,M20770,M,300.8,310.3,1458,43.4,0,0,0,0,0,0,0,46.081292586970065,brownout,1,0.75,0,48.38535721631857,22.741117891669724,0.0,22.741117891669724,3.8708285773054856,5806.242865958228,15.866210010361852,0.0,1
5912,M20771,M,300.8,310.4,1288,64.0,3,0,0,0,0,0,0,52.46874856675797,stable_grid,0,1.0,0,52.46874856675797,24.660311826376244,0.0,24.660311826376244,4.197499885340638,6296.249828010957,17.679517306484605,0.19384284740574964,1
5913,M20772,M,300.7,310.3,1659,29.8,6,0,0,0,0,0,0,41.76936675794974,brownout,1,0.75,0,43.85783509584723,20.613182495048196,0.0,20.613182495048196,3.5086268076677785,5262.940211501667,15.330191156901137,0.19384284740574964,1
5914,H35327,H,300.7,310.2,1479,52.3,9,0,0,0,0,0,0,51.10504659873314,brownout,1,0.75,0,53.660298928669796,25.2203404964748,0.0,25.2203404964748,4.292823914293584,6439.235871440376,19.018859311977504,0.19384284740574964,2
5915,L53094,L,300.7,310.3,1592,36.0,14,0,0,0,0,0,0,44.65841165453787,brownout,1,0.75,0,46.89133223726477,22.038926151514442,0.0,22.038926151514442,3.7513065789811817,5626.959868471772,17.589737841866583,0.32307141234291603,0
5916,M20775,M,300.6,310.2,1532,38.7,16,0,0,0,0,0,0,45.39710507355162,brownout,1,0.75,0,47.666960327229205,22.403471353797727,0.0,22.403471353797727,3.8133568261783366,5720.035239267505,18.160282267915807,0.12922856493716642,1
5917,L53096,L,300.6,310.2,1555,41.9,19,0,0,0,0,0,0,47.49524642370544,brownout,1,0.75,0,49.87000874489071,23.438904110098633,0.0,23.438904110098633,3.989600699591257,5984.4010493868855,19.356999802603628,0.19384284740574964,0
5918,L53097,L,300.6,310.2,1341,52.6,21,0,0,0,0,0,0,49.40623412419866,stable_grid,0,1.0,0,49.40623412419866,23.22093003837337,0.0,23.22093003837337,3.952498729935893,5928.748094903839,19.521127394593492,0.12922856493716642,0
5919,L53098,L,300.6,310.1,1541,42.0,23,0,0,0,0,0,0,47.522287853064455,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.336201173046156,0.12922856493716642,0
5920,L53099,L,300.6,310.3,1414,50.6,25,0,0,0,0,0,0,49.94152155396155,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,23.604365865467994,0.12922856493716642,0
5921,L53100,L,300.5,310.2,1764,25.9,27,0,0,0,0,0,0,41.16913335019621,stable_grid,0,1.0,0,41.16913335019621,19.34949267459222,0.0,19.34949267459222,3.293530668015697,4940.296002023546,17.768687761107415,0.12922856493716642,0
5922,L53101,L,300.5,310.3,1336,57.1,29,0,0,0,0,0,0,51.767027389517665,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.955106459487347,0.12922856493716642,0
5923,L53102,L,300.5,310.3,1435,43.3,31,0,0,0,0,0,0,46.97986688538147,stable_grid,0,1.0,0,46.97986688538147,22.08053743612929,0.0,22.08053743612929,3.7583893508305177,5637.584026245777,20.306516580438878,0.12922856493716642,0
5924,M20783,M,300.4,310.3,1537,35.0,33,0,0,0,0,0,0,44.17064927183192,stable_grid,0,1.0,0,44.17064927183192,20.760205157761,0.0,20.760205157761,3.5336519417465535,5300.47791261983,19.701541839968165,0.12922856493716642,1
5925,L53104,L,300.3,310.2,1369,48.8,36,0,0,0,0,0,0,48.82561590759732,stable_grid,0,1.0,0,48.82561590759732,22.948039476570738,0.0,22.948039476570738,3.9060492726077856,5859.073908911679,21.702276366878337,0.19384284740574964,0
5926,M20785,M,300.2,310.1,1619,31.3,38,0,0,0,0,0,0,43.26364102087696,diesel_gen,3,0.95,1,43.69627743108573,0.0,35.13180705459293,35.13180705459293,19.66332484398858,29494.98726598287,30.33650276123437,0.12922856493716642,1
5927,L53106,L,300.2,310.1,1440,51.1,41,0,0,0,0,0,0,51.4493161872653,stable_grid,0,1.0,0,51.4493161872653,24.18117860801469,0.0,24.18117860801469,4.115945294981224,6173.917942471837,23.353136843664622,0.19384284740574964,0
5928,L53107,L,300.2,310.1,1649,30.5,43,0,0,0,0,0,0,43.307398644438955,diesel_gen,3,0.95,1,43.740472630883346,0.0,35.167339995230215,35.167339995230215,19.683212683897505,29524.819025846256,31.141508796209997,0.12922856493716642,0
5929,M20788,M,300.2,310.1,1550,38.7,45,0,0,0,0,0,0,46.823697557701465,stable_grid,0,1.0,0,46.823697557701465,22.007137852119687,0.0,22.007137852119687,3.7458958046161173,5618.843706924176,22.468745290669105,0.12922856493716642,1
5930,L53109,L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0,49.278578584630054,stable_grid,0,1.0,0,49.278578584630054,23.160931934776123,0.0,23.160931934776123,3.9422862867704045,5913.4294301556065,23.74804212818661,0.19384284740574964,0
5931,L53110,L,300.3,310.3,1483,51.6,50,0,0,0,0,0,0,52.97718136548201,stable_grid,0,1.0,0,52.97718136548201,24.899275241776543,0.0,24.899275241776543,4.2381745092385605,6357.26176385784,25.277069305396616,0.12922856493716642,0
5932,L53111,L,300.3,310.4,1336,54.4,52,0,0,0,0,0,0,51.70207607389544,brownout,1,0.75,0,54.28717987759021,25.5149745424674,0.0,25.5149745424674,4.342974390207217,6514.461585310825,26.022840986732056,0.12922856493716642,0
5933,L53112,L,300.5,310.5,1515,36.6,54,0,0,0,0,0,0,45.57130328823659,stable_grid,0,1.0,0,45.57130328823659,21.4185125454712,0.0,21.4185125454712,3.6457042630589274,5468.556394588391,23.48099325076573,0.12922856493716642,0
5934,L53113,L,300.5,310.5,1373,47.4,56,0,0,0,0,0,0,49.15288765113759,stable_grid,0,1.0,0,49.15288765113759,23.101857196034665,0.0,23.101857196034665,3.932231012091007,5898.346518136511,24.9716485133903,0.12922856493716642,0
5935,H35348,H,300.6,310.5,1454,51.2,58,0,0,0,0,0,0,52.66599538072379,stable_grid,0,1.0,0,52.66599538072379,24.75301782894018,0.0,24.75301782894018,4.213279630457904,6319.919445686855,26.43984936609664,0.12922856493716642,2
5936,L53115,L,300.5,310.5,1646,34.5,63,0,0,0,0,0,0,46.43347333001752,brownout,1,0.75,0,48.7551469965184,22.914919088363646,0.0,22.914919088363646,3.900411759721472,5850.617639582208,25.947943365817885,0.32307141234291603,0
5937,M20796,M,300.5,310.4,1548,37.3,65,0,0,0,0,0,0,46.87157566166457,stable_grid,0,1.0,0,46.87157566166457,22.029640560982347,0.0,22.029640560982347,3.7497260529331657,5624.589079399749,25.646500501477316,0.12922856493716642,1
5938,M20797,M,300.6,310.5,1462,41.3,68,0,0,0,0,0,0,47.985738538628354,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.633191741676058,0.19384284740574964,1
5939,L53118,L,300.5,310.4,1702,33.1,71,0,0,0,0,0,0,46.60838665450683,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.56551737188606,0.19384284740574964,0
5940,L53119,L,300.5,310.5,1409,60.9,73,0,0,0,0,0,0,57.78285642815767,stable_grid,0,1.0,0,57.78285642815767,27.157942521234105,0.0,27.157942521234105,4.622628514252614,6933.94277137892,30.489278490344013,0.12922856493716642,0
5941,M20800,M,300.6,310.6,1427,52.8,75,0,0,0,0,0,0,53.96298521997434,stable_grid,0,1.0,0,53.96298521997434,25.36260305338794,0.0,25.36260305338794,4.317038817597948,6475.558226396922,29.552896830451438,0.12922856493716642,1
5942,L53121,L,300.6,310.7,1438,48.5,78,1,0,0,0,0,0,52.009181626775444,stable_grid,0,1.0,0,52.009181626775444,24.444315364584458,0.0,24.444315364584458,4.160734530142036,6241.101795213053,59.38652662990884,0.19384284740574964,0
5943,L53122,L,300.7,310.7,1450,43.4,80,0,0,0,0,0,0,49.51809559881775,stable_grid,0,1.0,0,49.51809559881775,23.273504931444343,0.0,23.273504931444343,3.96144764790542,5942.171471858131,28.885871519142704,0.12922856493716642,0
5944,L53123,L,300.7,310.7,1541,41.3,82,0,0,0,0,0,0,49.89054178005311,diesel_gen,3,0.95,1,50.38944719785364,0.0,40.51311554707433,40.51311554707433,22.67525123903414,34012.87685855121,39.48780497247691,0.12922856493716642,0
5945,M20804,M,300.7,310.6,1484,38.0,84,0,0,0,0,0,0,47.200831515712615,stable_grid,0,1.0,0,47.200831515712615,22.184390812384926,0.0,22.184390812384926,3.7760665212570093,5664.099781885514,28.758420497737088,0.12922856493716642,1
5946,M20805,M,300.8,310.8,1415,44.5,87,0,0,0,0,0,0,49.88192010742321,brownout,1,0.75,0,52.376016112794375,24.616727573013353,0.0,24.616727573013353,4.19008128902355,6285.121933535325,30.929741497503223,0.19384284740574964,1
5947,L53126,L,300.7,310.8,1496,46.4,90,0,0,0,0,0,0,52.545737514914066,stable_grid,0,1.0,0,52.545737514914066,24.69649663200961,0.0,24.69649663200961,4.203659001193126,6305.488501789689,31.459703730497242,0.19384284740574964,0
5948,M20807,M,300.7,310.8,1465,45.2,92,0,0,0,0,0,0,51.40761617831079,stable_grid,0,1.0,0,51.40761617831079,24.161579603806068,0.0,24.161579603806068,4.112609294264863,6168.913941397294,31.40270395606897,0.12922856493716642,1
5949,L53128,L,300.7,310.8,2113,18.5,95,0,0,0,0,0,0,40.88974044573381,stable_grid,0,1.0,0,40.88974044573381,19.21817800949489,0.0,19.21817800949489,3.2711792356587046,4906.768853488057,28.428059208750177,0.19384284740574964,0
5950,M20809,M,300.7,310.8,1506,44.0,97,0,0,0,0,0,0,51.6967356669352,diesel_gen,3,0.95,1,52.21370302360455,0.0,41.979817230978064,41.979817230978064,23.49616636062205,35244.24954093307,42.45754451843143,0.12922856493716642,1
5951,L53130,L,300.7,310.8,1689,28.9,100,0,0,0,0,0,0,44.91854936499614,stable_grid,0,1.0,0,44.91854936499614,21.111718201548182,0.0,21.111718201548182,3.5934839491996913,5390.225923799537,30.539673724480686,0.19384284740574964,0
5952,L53131,L,300.7,310.9,1650,29.4,102,0,0,0,0,0,0,44.879300421565105,stable_grid,0,1.0,0,44.879300421565105,21.0932711981356,0.0,21.0932711981356,3.5903440337252084,5385.516050587813,30.843009001144676,0.12922856493716642,0
5953,L53132,L,300.7,310.8,1563,33.8,104,0,0,0,0,0,0,46.693458848028484,stable_grid,0,1.0,0,46.693458848028484,21.945925658573387,0.0,21.945925658573387,3.735476707842279,5603.215061763418,31.754101505558957,0.12922856493716642,0
5954,M20813,M,300.7,310.9,1486,38.9,106,0,0,0,0,0,0,48.787248658169034,diesel_gen,3,0.95,1,49.27512114475073,0.0,39.61719740037959,39.61719740037959,22.173804515137828,33260.70677270674,42.91686886141333,0.12922856493716642,1
5955,L53134,L,300.8,310.9,1732,25.7,109,0,0,0,0,0,0,43.545588505394946,diesel_gen,3,0.95,1,43.98104439044889,0.0,35.36075968992091,35.36075968992091,19.791469975702004,29687.204963553006,41.65517812352105,0.19384284740574964,0
5956,L53135,L,300.7,310.8,1653,31.6,111,0,0,0,0,0,0,46.76572000429132,stable_grid,0,1.0,0,46.76572000429132,21.97988840201692,0.0,21.97988840201692,3.7412576003433053,5611.886400514958,32.88451627908923,0.12922856493716642,0
5957,L53136,L,300.7,310.9,1535,37.1,113,0,0,0,0,0,0,48.78289167139635,voltage_spike,4,1.15,0,47.31940492125446,22.240120312989596,0.0,22.240120312989596,3.785552393700357,5678.328590550535,33.38228255084146,0.12922856493716642,0
5958,L53137,L,300.7,310.9,1637,37.2,115,0,0,0,0,0,0,50.502490266212256,stable_grid,0,1.0,0,50.502490266212256,23.73617042511976,0.0,23.73617042511976,4.04019922129698,6060.29883194547,34.742264620761404,0.12922856493716642,0
5959,L53138,L,300.6,310.8,1533,38.5,117,0,0,0,0,0,0,49.83515515534863,stable_grid,0,1.0,0,49.83515515534863,23.422522923013855,0.0,23.422522923013855,3.9868124124278905,5980.218618641836,34.83964198762769,0.12922856493716642,0
5960,L53139,L,300.6,310.8,1378,51.2,119,0,0,0,0,0,0,54.71418818246426,stable_grid,0,1.0,0,54.71418818246426,25.7156684457582,0.0,25.7156684457582,4.377135054597141,6565.702581895712,36.7557481339165,0.12922856493716642,0
5961,L53140,L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0,47.872319661330295,stable_grid,0,1.0,0,47.872319661330295,22.499990240825237,0.0,22.499990240825237,3.829785572906424,5744.678359359636,34.82841287201448,0.12922856493716642,0
5962,L53141,L,300.3,310.7,1539,32.3,123,0,0,0,0,0,0,46.25925235076137,stable_grid,0,1.0,0,46.25925235076137,21.741848604857843,0.0,21.741848604857843,3.7007401880609097,5551.110282091365,34.6156719188485,0.12922856493716642,0
5963,L53142,L,300.5,310.8,1728,26.3,125,0,0,0,0,0,0,44.56004200459422,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.29705103558928,0.12922856493716642,0
5964,H35377,H,300.4,310.7,1656,36.3,127,0,0,0,0,0,0,50.81903768636735,diesel_gen,3,0.95,1,51.327228063231026,0.0,41.267091362837746,41.267091362837746,23.097252628453962,34645.878942680945,46.909940448868504,0.12922856493716642,2
5965,H35378,H,300.5,310.8,1631,30.5,132,0,0,0,0,0,0,46.6782726031156,stable_grid,0,1.0,0,46.6782726031156,21.93878812346433,0.0,21.93878812346433,3.734261808249248,5601.392712373872,36.17599920176568,0.32307141234291603,2
5966,H35379,H,300.5,310.9,1447,46.5,137,0,0,0,0,0,0,54.45582697127887,stable_grid,0,1.0,0,54.45582697127887,25.594238676501067,0.0,25.594238676501067,4.356466157702309,6534.699236553463,39.51687781699921,0.32307141234291603,2
5967,L53146,L,300.4,310.8,1396,49.3,142,0,0,0,0,0,0,55.43953166381996,stable_grid,0,1.0,0,55.43953166381996,26.056579881995383,0.0,26.056579881995383,4.435162533105597,6652.743799658396,40.62996166262225,0.32307141234291603,0
5968,L53147,L,300.4,310.8,1390,52.5,144,0,0,0,0,0,0,57.38397450963173,brownout,1,0.75,0,60.253173235113316,28.318991420503256,0.0,28.318991420503256,4.820253858809066,7230.380788213599,42.524625070226286,0.12922856493716642,0
5969,L53148,L,300.4,310.8,1348,56.0,146,0,0,0,0,0,0,58.625734540527176,voltage_spike,4,1.15,0,56.86696250431136,26.727472377026338,0.0,26.727472377026338,4.549357000344909,6824.035500517363,41.7304465189429,0.12922856493716642,0
5970,M20829,M,300.4,310.8,1491,35.9,148,0,0,0,0,0,0,49.09133568665589,stable_grid,0,1.0,0,49.09133568665589,23.072927772728267,0.0,23.072927772728267,3.9273068549324712,5890.960282398707,39.4969193410591,0.12922856493716642,1
5971,L53150,L,300.4,310.8,1520,37.6,151,0,0,0,0,0,0,50.85466800078806,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.884634097648984,0.19384284740574964,0
5972,L53151,L,300.5,310.8,1509,33.0,153,0,0,0,0,0,0,47.68868777417184,stable_grid,0,1.0,0,47.68868777417184,22.413683253860764,0.0,22.413683253860764,3.815095021933747,5722.642532900621,39.82748604165353,0.12922856493716642,0
5973,L53152,L,300.5,310.8,1445,46.6,155,0,0,0,0,0,0,55.6361548819262,brownout,1,0.75,0,58.417962626022515,27.45644243423058,0.0,27.45644243423058,4.673437010081801,7010.155515122701,43.66196524009671,0.12922856493716642,0
5974,L53153,L,300.5,310.8,1354,51.8,157,0,0,0,0,0,0,57.027668582956,stable_grid,0,1.0,0,57.027668582956,26.803004233989316,0.0,26.803004233989316,4.562213486636479,6843.320229954719,43.52227464038963,0.12922856493716642,0
5975,L53154,L,300.5,310.7,1488,39.4,159,0,0,0,0,0,0,51.97006779766839,stable_grid,0,1.0,0,51.97006779766839,24.425931864904143,0.0,24.425931864904143,4.157605423813472,6236.408135720208,42.18002478945372,0.12922856493716642,0
5976,H35389,H,300.5,310.7,1654,28.6,161,0,0,0,0,0,0,46.95232290377224,stable_grid,0,1.0,0,46.95232290377224,22.067591764772953,0.0,22.067591764772953,3.7561858323017794,5634.278748452669,40.8508442218578,0.12922856493716642,2
5977,H35390,H,300.5,310.6,1378,51.5,166,0,0,0,0,0,0,58.04149796843821,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,49.08416555697646,0.32307141234291603,2
5978,L53157,L,300.6,310.7,1750,30.6,171,0,0,0,0,0,0,50.32987047537782,stable_grid,0,1.0,0,50.32987047537782,23.655039123427574,0.0,23.655039123427574,4.026389638030225,6039.584457045337,43.53941520819551,0.32307141234291603,0
5979,L53158,L,300.5,310.6,1448,46.3,173,0,0,0,0,0,0,56.725118015556724,diesel_gen,3,0.95,1,57.29236919571229,0.0,46.06306483335268,46.06306483335268,25.78156613807053,38672.3492071058,56.13871780357131,0.12922856493716642,0
5980,H35393,H,300.6,310.7,1501,45.3,175,0,0,0,0,0,0,57.3110701891742,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.219669935675,0.12922856493716642,2
5981,M20840,M,300.6,310.7,1654,32.0,180,0,0,0,0,0,0,50.54165698409528,diesel_gen,3,0.95,1,51.04707355393624,0.0,41.041847137364734,41.041847137364734,22.971183099271308,34456.77464890696,55.19752065405747,0.32307141234291603,1
5982,M20841,M,300.7,310.7,1347,46.5,183,0,0,0,0,0,0,55.33577587981033,brownout,1,0.75,0,58.10256467380085,27.308205396686397,0.0,27.308205396686397,4.648205173904068,6972.307760856102,47.985419475931,0.19384284740574964,1
5983,L53162,L,300.7,310.8,1486,37.1,186,0,0,0,0,0,0,51.939834249020016,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,49.84523968157347,0.19384284740574964,0
5984,H35397,H,300.8,310.8,1466,45.2,188,0,0,0,0,0,0,57.42341755385597,stable_grid,0,1.0,0,57.42341755385597,26.989006250312304,0.0,26.989006250312304,4.593873404308478,6890.810106462716,48.553231826397756,0.12922856493716642,2
5985,H35398,H,300.7,310.8,1346,52.0,193,0,0,0,0,0,0,59.60604975812696,stable_grid,0,1.0,0,59.60604975812696,28.01484338631967,0.0,28.01484338631967,4.768483980650156,7152.725970975234,50.059460143462076,0.32307141234291603,2
5986,L53165,L,300.7,310.7,1314,42.4,198,0,0,0,0,0,0,52.961020371784016,stable_grid,0,1.0,0,52.961020371784016,24.891679574738486,0.0,24.891679574738486,4.236881629742721,6355.322444614082,48.670979384164596,0.32307141234291603,0
5987,L53166,L,300.6,310.7,1440,52.5,200,0,0,0,0,0,0,62.93468464516624,brownout,1,0.75,0,66.08141887742455,31.058266872389538,0.0,31.058266872389538,5.286513510193965,7929.770265290947,53.28954021875572,0.12922856493716642,0
5988,L53167,L,300.7,310.8,1608,39.5,202,0,0,0,0,0,0,57.0963982899206,brownout,1,0.75,0,59.951218204416634,28.177072556075817,0.0,28.177072556075817,4.796097456353331,7194.146184529996,51.59557042495409,0.12922856493716642,0
5989,H35402,H,300.7,310.8,1296,58.2,204,0,0,0,0,0,0,63.195395396745205,brownout,1,0.75,0,66.35516516658247,31.18692762829376,0.0,31.18692762829376,5.308413213326597,7962.619819989895,54.01171637942424,0.12922856493716642,2
5990,L53169,L,300.7,310.7,1507,46.1,209,0,0,0,0,0,0,60.62435773452243,brownout,1,0.75,0,63.65557562124855,29.918120541986816,0.0,29.918120541986816,5.092446049699884,7638.669074549826,53.91699845876476,0.32307141234291603,0
5991,M20850,M,300.7,310.7,1343,51.6,211,0,0,0,0,0,0,60.699930366976695,stable_grid,0,1.0,0,60.699930366976695,28.528967272479044,0.0,28.528967272479044,4.855994429358136,7283.9916440372035,53.26400812364554,0.12922856493716642,1
5992,L53171,L,300.7,310.7,1416,40.4,214,0,0,0,0,0,0,54.76188266727087,stable_grid,0,1.0,0,54.76188266727087,25.738084853617305,0.0,25.738084853617305,4.380950613381669,6571.425920072504,51.79115064341277,0.19384284740574964,0
5993,L53172,L,300.7,310.6,1288,47.2,216,0,0,0,0,0,0,56.74268969692244,diesel_gen,3,0.95,1,57.310116593891664,0.0,46.0773337414889,46.0773337414889,25.789552467251248,38684.328700876875,62.942956386687484,0.12922856493716642,0
5994,M20853,M,300.7,310.6,1407,42.4,218,0,0,0,0,0,0,56.30270428032627,stable_grid,0,1.0,0,56.30270428032627,26.462271011753344,0.0,26.462271011753344,4.504216342426101,6756.3245136391515,52.92881786055994,0.12922856493716642,1
5995,L53174,L,300.6,310.4,1608,39.2,221,0,0,0,0,0,0,58.276768857874,stable_grid,0,1.0,0,58.276768857874,27.390081363200782,0.0,27.390081363200782,4.6621415086299205,6993.21226294488,54.05044851142087,0.19384284740574964,0
5996,L53175,L,300.6,310.3,1920,22.3,223,0,0,0,0,0,0,47.86916743297702,stable_grid,0,1.0,0,47.86916743297702,22.4985086934992,0.0,22.4985086934992,3.829533394638162,5744.300091957242,50.953861427339874,0.12922856493716642,0
5997,M20856,M,300.5,310.2,1386,48.2,225,0,0,0,0,0,0,60.56780524331055,stable_grid,0,1.0,0,60.56780524331055,28.466868464355958,0.0,28.466868464355958,4.845424419464845,7268.136629197267,55.43412125206267,0.12922856493716642,1
5998,M20857,M,300.5,310.2,1571,34.6,228,0,0,0,0,0,0,54.237089213579466,brownout,1,0.75,0,56.948943674258445,26.766003526901468,0.0,26.766003526901468,4.555915493940676,6833.873240911013,54.72175612569559,0.19384284740574964,1
5999,M20858,M,300.4,310.2,1613,36.9,231,0,0,0,0,0,0,57.19236409208985,stable_grid,0,1.0,0,57.19236409208985,26.88041112328223,0.0,26.88041112328223,4.575389127367188,6863.083691050782,55.27588525810117,0.19384284740574964,1
6000,M20859,M,300.4,310.2,1671,30.5,234,1,1,0,0,0,0,52.70615342647187,diesel_gen,3,0.95,1,53.23321496073659,0.0,42.79950482843222,42.79950482843222,23.954946732331464,35932.4200984972,94.4519352589957,0.19384284740574964,1
6001,H35414,H,300.4,310.2,1431,43.2,0,0,0,0,0,0,0,45.60704302783023,voltage_spike,4,1.15,0,44.23883173699532,20.7922509163878,0.0,20.7922509163878,3.5391065389596257,5308.659808439438,14.50650848384154,0.0,2
6002,M20861,M,300.4,310.2,1380,47.3,5,0,0,0,0,0,0,46.938740753885554,diesel_gen,3,0.95,1,47.40812816142441,0.0,38.11613504178523,38.11613504178523,21.333657672640985,32000.48650896148,26.33627728148453,0.32307141234291603,1
6003,L53182,L,300.5,310.3,1683,31.5,8,0,0,0,0,0,0,43.01463127676603,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.190914141213113,0.19384284740574964,0
6004,L53183,L,300.4,310.2,1529,36.2,10,0,0,0,0,0,0,43.85786773492438,blackout,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.838929978668293,0.12922856493716642,0
6005,L53184,L,300.5,310.4,1761,26.5,12,0,0,0,0,0,0,41.038714270660925,diesel_gen,3,0.95,1,41.449101413367536,0.0,33.3250775363475,33.3250775363475,18.652095636015392,27978.143454023088,25.48895155606448,0.12922856493716642,0
6006,L53185,L,300.6,310.5,1570,38.3,14,0,0,0,0,0,0,45.600807502768276,diesel_gen,3,0.95,1,46.05681557779596,0.0,37.029679724547954,37.029679724547954,20.72556701000818,31088.350515012273,27.316088594696982,0.12922856493716642,0
6007,M20866,M,300.6,310.5,2156,18.0,16,0,0,0,0,0,0,38.523962584616626,stable_grid,0,1.0,0,38.523962584616626,18.106262414769812,0.0,18.106262414769812,3.0819170067693302,4622.8755101539955,15.16217022215766,0.12922856493716642,1
6008,M20867,M,300.7,310.6,1349,54.5,19,0,0,0,0,0,0,50.319621725397184,diesel_gen,3,0.95,1,50.822817942651156,0.0,40.86154562589153,40.86154562589153,22.87026807419302,34305.40211128953,29.669438765570984,0.19384284740574964,1
6009,L53188,L,300.7,310.7,1431,39.3,22,0,0,0,0,0,0,44.59803298379501,stable_grid,0,1.0,0,44.59803298379501,20.961075502383654,0.0,20.961075502383654,3.567842638703601,5351.763958055401,18.10255627791427,0.19384284740574964,0
6010,L53189,L,300.6,310.6,1931,22.0,24,0,0,0,0,0,0,39.98359534507914,stable_grid,0,1.0,0,39.98359534507914,18.792289812187192,0.0,18.792289812187192,3.198687627606331,4798.031441409496,16.905625588743035,0.12922856493716642,0
6011,H35424,H,300.7,310.7,1428,43.4,26,0,0,0,0,0,0,46.713274680415424,stable_grid,0,1.0,0,46.713274680415424,21.955239099795246,0.0,21.955239099795246,3.737061974433234,5605.592961649851,19.428583573489018,0.12922856493716642,2
6012,L53191,L,300.8,310.8,1564,36.2,31,0,0,0,0,0,0,45.072215567413096,diesel_gen,3,0.95,1,45.522937723087225,0.0,36.600441929362134,36.600441929362134,20.48532197538925,30727.982963083876,29.828769894476935,0.32307141234291603,0
6013,H35426,H,300.8,310.9,1425,44.0,33,0,0,0,0,0,0,47.26148422900924,stable_grid,0,1.0,0,47.26148422900924,22.21289758763434,0.0,22.21289758763434,3.7809187383207394,5671.3781074811095,20.71506823223388,0.12922856493716642,2
